Revision,Author,Date,# Lines,Comment,File Changed
1537919,Thomas,"2015-10-28 15:07:07 +0000 (Wed, 28 Oct 2015)",1,"Uopdated ignores",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-spanishclaros - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-telcel
1537920,Thomas,"2015-10-28 15:10:05 +0000 (Wed, 28 Oct 2015)",2,"FTRPC-55: Incorporate new Password Flows into Frontier Android 15.2 client for FrontierMissed file",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle
1538198,Thomas,"2015-10-29 08:46:06 +0000 (Thu, 29 Oct 2015)",1,"Moved id splash_parent to ids.xml",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/splashscreen.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/ids.xml
1538234,Jimmy,"2015-10-29 10:05:43 +0000 (Thu, 29 Oct 2015)",1,"FTRPC-191",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/prod.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/qa.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/qa_wl.properties
1538264,Jimmy,"2015-10-29 10:59:57 +0000 (Thu, 29 Oct 2015)",1,"BTPC-70",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/values/strings.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml
1538283,Thomas,"2015-10-29 11:25:18 +0000 (Thu, 29 Oct 2015)",1,"FTRPC-133: Frontier Android || User doesn't recieves a notification when a a file is shared with them",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/prod.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/qa.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gcm/RegistrationIntentService.java
1538288,Thomas,"2015-10-29 11:30:26 +0000 (Thu, 29 Oct 2015)",1,"Removed qa_wl builds",Changed paths: - D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/qa_wl.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build.gradle
1538359,Thomas,"2015-10-29 13:03:24 +0000 (Thu, 29 Oct 2015)",1,"FTRPC-152: Frontier Android Tablet || "Available Offline" is been displayed when user multi select time line photos(select Monts)",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/picture_timeline_context_menu.xml
1538367,Thomas,"2015-10-29 13:12:13 +0000 (Thu, 29 Oct 2015)",1,"Remove empty dirs",Changed paths: - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-nodpi - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout-v14
1538393,Thomas,"2015-10-29 13:55:08 +0000 (Thu, 29 Oct 2015)",1,"FTRPC-201: Frontier Android || Contextual menu options positions changing when selecting the files",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/documents_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/files_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/picture_context_menu_with_all_files_view.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/picture_options_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/pictures_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/pictures_with_specific_album_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/songs_artist_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/songs_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/songs_genre_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/songs_with_specific_playlist_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/videos_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/videos_context_menu_with_all_files_view.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/videos_with_specific_collection_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-land/picture_options_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/documents_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/files_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/picture_context_menu_with_all_files_view.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/pictures_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/pictures_with_specific_album_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/songs_artist_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/songs_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/songs_genre_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/songs_with_specific_playlist_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/videos_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/videos_context_menu_with_all_files_view.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/videos_with_specific_collection_context_menu.xml
1538410,Thomas,"2015-10-29 14:30:41 +0000 (Thu, 29 Oct 2015)",2,"FTRPC-153: Frontier Android Tablet || User able to create dupliacte albums with same nameMerged from main line: Fixed ANDINTL-3815 User is able to create two or more albums with the same name.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/NewAlbumActivity.java
1538416,Thomas,"2015-10-29 14:38:14 +0000 (Thu, 29 Oct 2015)",1,"Fixed typo",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml
1538425,Thomas,"2015-10-29 14:49:23 +0000 (Thu, 29 Oct 2015)",1,"Fixed typo",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/NewAlbumActivity.java
1538444,Thomas,"2015-10-29 15:13:29 +0000 (Thu, 29 Oct 2015)",1,"FTRPC-160: Frontier Android || Favorite icon is not shown for some of the PDF files",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/description/visitor/DescriptionVisitorImpl.java
1538454,Thomas,"2015-10-29 15:24:47 +0000 (Thu, 29 Oct 2015)",2,"Updated cloudsdkVersion to '1.0.8.25'PHONE-1759: Error "WiFi Connection is Lost" during initial backup while connected to WiFi",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle
1538793,Thomas,"2015-10-30 11:09:24 +0000 (Fri, 30 Oct 2015)",1,"Set up qa to amxpc-api",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/build-config/qa.properties
1538795,Thomas,"2015-10-30 11:13:31 +0000 (Fri, 30 Oct 2015)",1,"Set up dev and prod to amxpc labs",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/build-config/dev.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/build-config/prod.properties
1538828,Jimmy,"2015-10-30 12:22:31 +0000 (Fri, 30 Oct 2015)",1,"Homescreen merge",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/Share.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/Thumbnail.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/Engine.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/AlbumCog.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/Cog.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/CollectionCog.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/PlaylistCog.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/SharesCog.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/observers/ActionObserver.java (from /cloud/personal/client-international/android/branches/android-15.2-solutions-att/libs/model/src/com/biscay/client/android/model/homescreen/engine/observers/ActionObserver.java:1538487) - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/views/AlbumView.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/views/AnimatedAlbumView.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/views/SharesView.java
1538990,Thomas,"2015-10-30 15:30:32 +0000 (Fri, 30 Oct 2015)",1,"Removed default settings",Changed paths: - D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/res/xml/initial_sync_settings.xml
1539019,Thomas,"2015-10-30 16:07:02 +0000 (Fri, 30 Oct 2015)",1,"Disabled buddy sync for amx cient",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/res/values/strings.xml
1539443,Thomas,"2015-11-02 11:32:59 +0000 (Mon, 02 Nov 2015)",1,"Changed to the frontier prod endpoints",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/build-config/prod.properties
1539452,Thomas,"2015-11-02 11:38:15 +0000 (Mon, 02 Nov 2015)",1,"AMXPC-22: Incorporate new In-App Purchase Flows into Titans Android 15.2 client for Titans",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/UpgradeActivity.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/fragments/UpgradeFragment.java
1539640,ajon0002,"2015-11-02 14:55:02 +0000 (Mon, 02 Nov 2015)",3,"Add private ArrayList<Count> delta to store difference between incoming and in memory counts.Add setter updateDelta, called in append method.Add getter for delta.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/merge/CountsMerge.java
1539645,ajon0002,"2015-11-02 14:58:00 +0000 (Mon, 02 Nov 2015)",2,"Reinstate sendBroadcast, called in notifyOnUpdate.Initialises ACTION_UPDATE_COUNT intent and sends broadcast for HomeScreenWidget.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/Engine.java
1539648,ajon0002,"2015-11-02 15:00:06 +0000 (Mon, 02 Nov 2015)",2,"Add placeholder ImageView, containing operator logo and invisible ViewFlipper.VF containts logo and TextView for update msg. Visibility toggled on update.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/home_widget.xml
1539651,ajon0002,"2015-11-02 15:00:59 +0000 (Mon, 02 Nov 2015)",1,"Make HomeScreenWidget vertically resizeable.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/xml/home_widget_info.xml
1539654,ajon0002,"2015-11-02 15:02:56 +0000 (Mon, 02 Nov 2015)",2,"Add DELTA contstants such that Intent sent to HomeScreenWidget can hold delta counts for widet update message.These are not currently used.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/HomeScreenConstants.java
1539656,ajon0002,"2015-11-02 15:06:09 +0000 (Mon, 02 Nov 2015)",4,"Add logic onUpdate such that visibility of placeholder logo and viewflipper are toggled.ViewFlipper flips every 5 seconds between logo and update message ("New content...")/After 60s visibility of the VF and placeholder logo are reversed, stopping the animation.TODO: switch generic update message to "X new photos, Y new files..." from Matrix delta.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/widget/HomeWidget.java
1539659,ajon0002,"2015-11-02 15:09:41 +0000 (Mon, 02 Nov 2015)",3,"Add private List<Count> countsDelta.Populated from CountsMerge.delta on Matrix.updateMediaType call.Holds delta on Counts between this matrix and previous matrix.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/Matrix.java
1539662,ajon0002,"2015-11-02 15:13:19 +0000 (Mon, 02 Nov 2015)",6,"Add private List<Count> countsDelta.Add constructor with Matrix parameter.Add getter and setter for countsDelta.New constructor calls existing constructor, plus populates countsDelta.TODO is to hold counts delta per Count.type, instead of in a List, as this is last stop for delta before passing to Intent, which must be as Strings, so do the iterating here.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/OrderedIntervals.java
1539664,ajon0002,"2015-11-02 15:15:35 +0000 (Mon, 02 Nov 2015)",1,"add string widget_header_update_text, containing generic update message for HomeScreenWidget ViewFlipper TextView.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml
1539930,Thomas,"2015-11-03 09:57:23 +0000 (Tue, 03 Nov 2015)",1,"PHONE-1855: Phone - Android Prod Cannot Switch Account",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/application/SyncDrive.java
1539933,Thomas,"2015-11-03 09:59:13 +0000 (Tue, 03 Nov 2015)",1,"Return imports",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/application/SyncDrive.java
1539956,Jimmy,"2015-11-03 10:32:49 +0000 (Tue, 03 Nov 2015)",1,"Added carriage return",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml
1540148,Jimmy,"2015-11-03 14:35:14 +0000 (Tue, 03 Nov 2015)",1,"Frontier",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/settings.gradle
1540168,/OU=Domain Control Validated/CN=svn.company.net,"2015-11-03 14:50:34 +0000 (Tue, 03 Nov 2015)",1,"[gradle-release] prepare for next development iteration",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/version.properties
1540172,Jimmy,"2015-11-03 14:59:39 +0000 (Tue, 03 Nov 2015)",1,"Enabled all clients",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/settings.gradle
1540809,Vincent,"2015-11-04 16:15:14 +0000 (Wed, 04 Nov 2015)",3,"FTRPC-303: Frontier - Invitation is ON--------------invitation is now disabled on Frontier android.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/res/values/booleans.xml
1540834,Vincent,"2015-11-04 16:37:55 +0000 (Wed, 04 Nov 2015)",3,"FTRPC-309 : Frontier - Report Abuse is ON----------------report abuse is disabled for Frontier android client.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/res/values/booleans.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/res/values/share_actions.xml
1540926,Vincent,"2015-11-04 20:34:30 +0000 (Wed, 04 Nov 2015)",5,"FTRPC-332 : Content anywhere crashes----------------Seems like, it is a device specific issue.There is no "Content Anywhere" account created in [android device --> settings --> accounts --> Content Anywhere].I have fixed ArrayIndexoutOfBounds issue. No_Sync issue is still there.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nativeintegration/IntentActivityManagerImpl.java
1540927,Vincent,"2015-11-04 20:47:04 +0000 (Wed, 04 Nov 2015)",4,"FTRPC-304 : Frontier - Default Backups Settings to be ON---------------configured with enable_select_all_data_classes_initially = truedefault value of this varibale is false for all projects.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/res/values/booleans.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/booleans.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/fragments/SlidingMenuFragment.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/fragments/SettingsDataclassesDialog.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/fragments/SettingsFragment.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/model/DataClass.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/receiver/LogoutReceiver.java
1541334,Vincent,"2015-11-05 16:31:34 +0000 (Thu, 05 Nov 2015)",5,"FTRPC-337 : Frontier - Sim Contacts Import - DisabledFTRPC----------------frontier configured with enable_sim_contacts_import = false.default value of this varibale is true for all projects.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/res/values/booleans.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/booleans.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/SettingsContactAccountActivity.java
1544250,Thomas,"2015-11-12 10:27:58 +0000 (Thu, 12 Nov 2015)",5,"Merged from android-15.2-solutions-att-mPHONE-2035: Android M - After deleting a photo from the album, photos count does not match the number displayed on the albums pageMerged: ANDINTL-3667: 15.3:Album count is not getting updated after we delete all photos [from revision 1544231]Merged from android-15.2-solutions-att-mPHONE-2035: Android M - After deleting a photo from the album, photos count does not match the number displayed on the albums pageMerged: ANDINTL-3667: 15.3:Album count is not getting updated after we delete all photos [from revision 1544231]",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/gui/description/RemoteDescriptionFactory.java
1544253,Thomas,"2015-11-12 10:32:06 +0000 (Thu, 12 Nov 2015)",2,"Merged from android-15.2-solutions-att-mPHONE-2008: Phone 2.0 - Photos/ Songs/ Documents fonts should be bold on home screen. [from revision 1543831]",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/home_screen_count_grid_item.xml
1544282,Thomas,"2015-11-12 11:44:34 +0000 (Thu, 12 Nov 2015)",3,"Merged from android-15.2-solutions-att-mPHONE-2017: PHONE-2019: Android - Timeline Search in Month FolderMerged from trunk: ANDINTL-3373: 15.2 | 15.2.30 | PC Home Screen | Search functionality is not working within the Timeline Month Folders [from revision 1543798]",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/util/sync/dv/VaultCache.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/fragments/DataViewFragment.java
1544339,Jimmy,"2015-11-12 14:11:02 +0000 (Thu, 12 Nov 2015)",1,"FTRPC-119",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-spanishclaros/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-telcel/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/configuration/ApiConfigManager.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/datalayer/api/dv/user/impl/cloudsdk/PDItemToNodeMapper.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/datalayer/api/dv/user/impl/cloudsdk/RemoteFolderManagerCloudSdkImpl.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/datalayer/api/dv/user/impl/cloudsdk/SearchManagerCloudSdkImpl.java
1544342,Jimmy,"2015-11-12 14:16:04 +0000 (Thu, 12 Nov 2015)",1,"FTRPC-119",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build.gradle
1544350,Jimmy,"2015-11-12 14:27:36 +0000 (Thu, 12 Nov 2015)",1,"Modified app Target version",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle
1544360,Jimmy,"2015-11-12 14:31:35 +0000 (Thu, 12 Nov 2015)",1,"Modified test",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/test/com/biscay/client/android/model/configuration/ApiConfigUpdaterTest.java
1544362,Jimmy,"2015-11-12 14:37:08 +0000 (Thu, 12 Nov 2015)",1,"Modified test",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/test/com/biscay/client/android/model/configuration/ApiConfigUpdaterTest.java
1544404,Jimmy,"2015-11-12 15:31:13 +0000 (Thu, 12 Nov 2015)",1,"Fixed unit test",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/test/com/biscay/client/android/model/migration/TestMigration.java
1544421,Jimmy,"2015-11-12 15:47:49 +0000 (Thu, 12 Nov 2015)",1,"Fixed unit test",Changed paths: - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/test/com/biscay/client/android/model/configuration/ApiConfigUpdaterTest.java
1544422,Jimmy,"2015-11-12 15:48:11 +0000 (Thu, 12 Nov 2015)",1,"FRT only",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/settings.gradle
1544560,Dave,"2015-11-12 20:10:20 +0000 (Thu, 12 Nov 2015)",1,"fix the build for the jacoco agent warnings",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/proguard.cfg
